# id method1_energy method2_energy
125 -11.9729955058977 -11.9729955058977
126 -14.620749998176 -14.620749998176
127 8.10498299993334 8.10498299993334
128 -6.3265931718084 -6.32659317180841
129 -11.8005479066502 -11.8005479066502
130 -1.11219727524666 -1.11219727524666
131 -12.1790150361945 -12.1790150361945
132 -7.08286564157438 -7.08286564157438
133 -1.26529281990139 -1.26529281990139
134 26.1680443360946 26.1680443360946
135 -6.2149728658991 -6.2149728658991
136 -4.5116399295312 -4.5116399295312
137 -3.26688649359477 -3.26688649359477
138 32.2850461148795 32.2850461148795
139 0.438408551181571 0.438408551181571
140 -5.78162197045162 -5.78162197045163
141 -11.0819996154917 -11.0819996154917
142 5.00635783950126 5.00635783950126
143 -11.0116343947887 -11.0116343947887
144 -13.8812423748511 -13.8812423748511
145 -4.80644184904822 -4.80644184904822
146 -12.8543176278202 -12.8543176278202
147 -6.03672598615123 -6.03672598615123
148 -4.8833448399063 -4.8833448399063
149 -13.6358186514487 -13.6358186514487
150 17.2403369161184 17.2403369161184
151 -5.17236353416803 -5.17236353416803
152 -1.22864343581059 -1.22864343581059
153 -3.68576137867778 -3.68576137867778
154 32.9175461666383 32.9175461666383
155 2.37518176903525 2.37518176903526
156 10.9626431833951 10.9626431833951
157 77.7809207249624 77.7809207249624
158 -8.105809332444 -8.105809332444
159 -14.3299286001301 -14.3299286001301
160 -6.05013126083438 -6.05013126083438
161 -2.24627234280473 -2.24627234280473
162 -10.0738653317776 -10.0738653317776
163 -9.16421299375643 -9.16421299375644
164 -14.7643705807388 -14.7643705807388
165 -6.1803221523983 -6.1803221523983
166 -14.3413565162958 -14.3413565162958
167 2.21805038092094 2.21805038092093
168 5.35063461817813 5.35063461817813
169 -3.85451473223303 -3.85451473223303
170 60.8016007146642 60.8016007146642
171 -12.562362289466 -12.562362289466
172 -7.62815101382892 -7.62815101382893
173 -9.13021077281812 -9.13021077281812
174 -13.4175219246259 -13.4175219246259
175 -7.41144775460815 -7.41144775460815
176 -5.77065928700286 -5.77065928700286
177 4.56189308636428 4.56189308636428
178 3.60878765520581 3.60878765520582
179 -11.1519793274813 -11.1519793274813
180 -9.62764587417081 -9.62764587417081
181 -11.4216028345172 -11.4216028345172
182 -11.8806936150893 -11.8806936150893
183 -9.34867786611488 -9.34867786611488
184 -6.04449940187733 -6.04449940187733
185 55.0035892927043 55.0035892927043
186 -9.95423200016987 -9.95423200016987
187 -6.44412833763441 -6.44412833763441
188 9.08172662263171 9.08172662263171
189 -12.3568228150725 -12.3568228150725
190 -10.3713898544869 -10.3713898544869
191 -12.8869894691231 -12.8869894691231
192 25.4342122279469 25.4342122279469
193 -12.1562409131594 -12.1562409131594
194 -9.8424918872874 -9.8424918872874
195 -5.52671862800173 -5.52671862800173
196 9.64125249573834 9.64125249573834
197 -12.1076439012842 -12.1076439012842
198 -9.28472505438199 -9.28472505438199
199 15.324869767761 15.3248697677609
200 -7.76579294950597 -7.76579294950598
201 77.0496649605326 77.0496649605326
202 -8.25724073779208 -8.25724073779208
203 -5.40760255612428 -5.40760255612428
204 -1.69509139961157 -1.69509139961157
205 -9.66164527204385 -9.66164527204385
206 -10.3273111193739 -10.3273111193739
207 -11.7377405212399 -11.7377405212399
208 -10.3222159172877 -10.3222159172877
209 -2.63641357460018 -2.63641357460017
210 -12.1123856893051 -12.1123856893051
211 -4.83761836393857 -4.83761836393857
212 -10.012787173555 -10.012787173555
213 -7.97306907178611 -7.97306907178611
214 -16.1681518784778 -16.1681518784778
215 77.2787618186936 77.2787618186936
216 -8.3673340441922 -8.36733404419219
217 -12.9013333940508 -12.9013333940508
218 -6.52581997743876 -6.52581997743876
219 -7.98545030977484 -7.98545030977484
220 -8.48147733348491 -8.48147733348491
221 2.68087508434275 2.68087508434276
222 13.3314428091803 13.3314428091803
223 -8.54564206054168 -8.54564206054168
224 -1.85814414943011 -1.85814414943012
225 8.37393044525292 8.37393044525292
226 -7.3365035793471 -7.3365035793471
227 -7.34395963827632 -7.34395963827633
228 -12.8720226200605 -12.8720226200604
229 -9.16546744576452 -9.16546744576451
230 -9.44842900101668 -9.44842900101668
231 -10.8236344690919 -10.8236344690919
232 -1.76043317863156 -1.76043317863156
233 12.0616436221179 12.0616436221179
234 -12.8458172503648 -12.8458172503648
235 11.8117032290114 11.8117032290115
236 -6.76257507492767 -6.76257507492768
237 8.02367588676534 8.02367588676533
238 -7.16029062903982 -7.16029062903982
239 -12.2347059371694 -12.2347059371694
240 3.46083082178468 3.46083082178469
241 -8.2892737140552 -8.2892737140552
242 -6.17937082915442 -6.17937082915441
243 -10.6136076102536 -10.6136076102536
244 -9.82780227939655 -9.82780227939655
245 -7.92334217935101 -7.92334217935102
246 -8.80435984676388 -8.80435984676388
247 -8.80232687386104 -8.80232687386105
248 15.9583512704077 15.9583512704077
249 29.5767110172258 29.5767110172258
250 -5.12246032057019 -5.1224603205702
251 -10.2150952732667 -10.2150952732667
252 7.10955249478456 7.10955249478456
253 -17.0301882291944 -17.0301882291944
254 -9.9217760524944 -9.9217760524944
255 8.89271803564848 8.89271803564847
256 -0.656465430190735 -0.656465430190735
257 -8.23986232243434 -8.23986232243434
258 -3.75709290938441 -3.75709290938441
259 -7.6620227476873 -7.6620227476873
260 -9.73471954012625 -9.73471954012625
261 -9.39331740383341 -9.39331740383341
262 -4.33907667512957 -4.33907667512957
263 -11.3349681132022 -11.3349681132022
264 23.6022950900643 23.6022950900643
265 -3.26311606999437 -3.26311606999438
266 -3.25927913056465 -3.25927913056465
267 -7.36079179230725 -7.36079179230725
268 -10.9288645665869 -10.9288645665869
269 -12.8941464859609 -12.8941464859609
270 28.6119228551642 28.6119228551642
271 -0.00331353958993574 -0.00331353958993052
272 -3.13685131889385 -3.13685131889385
273 -7.63094328731769 -7.63094328731769
274 -7.87521799898106 -7.87521799898106
275 -5.54546582178751 -5.54546582178751
276 -2.39990689680941 -2.3999068968094
277 -11.0094442589508 -11.0094442589508
278 -13.4049613752919 -13.4049613752919
279 -10.1414124957745 -10.1414124957745
280 14.526465560668 14.526465560668
281 29.5178969934393 29.5178969934393
282 -16.2682589634615 -16.2682589634615
283 11.3077659543115 11.3077659543115
284 -7.40948046355615 -7.40948046355615
285 -5.82309692038317 -5.82309692038317
286 2.66122258541196 2.66122258541196
287 -14.0102356831549 -14.0102356831549
288 -0.119322054079831 -0.119322054079832
289 -15.1438643975229 -15.1438643975229
290 -5.3251156045224 -5.3251156045224
291 10.6040964032549 10.6040964032549
292 -7.36380870068465 -7.36380870068465
293 -11.0545671287654 -11.0545671287654
294 3.72812276460257 3.72812276460256
295 -4.92894291863714 -4.92894291863714
296 -12.6370930161022 -12.6370930161022
297 -4.08292163946531 -4.08292163946532
298 45.0070953750002 45.0070953750002
299 11.3954689076612 11.3954689076612
300 -9.995242381312 -9.995242381312
301 -12.3419201987895 -12.3419201987895
302 -10.3841634993969 -10.3841634993969
303 -4.3016516365078 -4.3016516365078
304 -2.64842055294048 -2.64842055294048
305 -3.44980857359193 -3.44980857359194
306 -10.9578797626463 -10.9578797626463
307 -10.2899632916119 -10.2899632916119
308 52.4345159114626 52.4345159114626
309 5.14358534395343 5.14358534395343
310 -9.2761613935216 -9.2761613935216
311 -0.233488304192964 -0.233488304192961
312 -10.0891707300137 -10.0891707300137
313 -11.4747850015751 -11.4747850015751
314 66.4402446691991 66.4402446691991
315 -5.53024344795639 -5.53024344795638
316 -7.51629523785946 -7.51629523785946
317 -4.64641854620175 -4.64641854620175
318 -8.53741895665325 -8.53741895665325
319 5.65472597770212 5.65472597770213
320 -8.46155241740832 -8.46155241740832
321 -5.47168109253425 -5.47168109253425
322 15.3119501267166 15.3119501267166
323 21.0788261113865 21.0788261113865
324 -7.63683568943189 -7.63683568943189
325 26.8841955803432 26.8841955803432
326 -11.0304742146249 -11.0304742146249
327 -9.17707396518466 -9.17707396518466
328 -8.67115736850747 -8.67115736850747
329 -9.91462755271299 -9.91462755271299
330 -11.2739024352064 -11.2739024352064
331 -7.71473010539228 -7.71473010539228
332 -12.9382471086467 -12.9382471086467
333 -10.7419269402631 -10.7419269402631
334 -11.3670951199075 -11.3670951199075
335 2.43081112609461 2.43081112609462
336 -8.45756229754514 -8.45756229754515
337 15.8899251553187 15.8899251553187
338 -1.72704915293637 -1.72704915293637
339 -6.351343126832 -6.351343126832
340 -8.57419484264056 -8.57419484264056
341 13.1626704708866 13.1626704708866
342 -10.0140758085899 -10.0140758085899
343 -2.76098964132564 -2.76098964132564
344 -10.7745663373041 -10.7745663373041
345 57.355107168499 57.355107168499
346 -10.7709073924196 -10.7709073924196
347 4.79453074932159 4.7945307493216
348 -7.74868699211446 -7.74868699211446
349 -13.0603060448016 -13.0603060448016
350 -5.1707203795081 -5.1707203795081
351 -3.96432137521766 -3.96432137521767
352 -9.91462946613127 -9.91462946613127
353 2.11604144077004 2.11604144077004
354 -4.28923257266593 -4.28923257266593
355 -3.37232959190333 -3.37232959190333
356 -9.10912656967741 -9.10912656967741
357 -2.61748830493061 -2.6174883049306
358 -9.51213446884026 -9.51213446884026
359 8.46607711513211 8.4660771151321
360 -9.45701596267911 -9.45701596267911
361 -12.2014819001864 -12.2014819001864
362 -12.7382342492295 -12.7382342492295
363 10.9312901286377 10.9312901286377
364 -10.1201694594417 -10.1201694594417
365 -0.422707135856097 -0.422707135856098
366 -2.10037372206154 -2.10037372206154
367 -10.454742236589 -10.454742236589
368 1.049516827301 1.049516827301
369 -11.0017180646183 -11.0017180646183
370 -6.92188576706856 -6.92188576706857
371 6.30139485621148 6.30139485621149
372 -8.34712913383188 -8.34712913383188
373 17.0453555692769 17.0453555692768
374 -8.93813680315783 -8.93813680315782
375 -9.5565846018988 -9.55658460189881
376 -11.0983008061622 -11.0983008061622
377 6.14263955988444 6.14263955988445
378 17.7942253595613 17.7942253595613
379 -14.8076799715501 -14.8076799715501
380 -12.149562320575 -12.149562320575
381 -4.34915144774973 -4.34915144774973
382 -12.0893551589406 -12.0893551589406
383 0.475525016650035 0.475525016650029
384 86.1078872122003 86.1078872122003
385 -10.6006062391346 -10.6006062391346
386 15.3650066621 15.3650066621
387 -10.338020424046 -10.338020424046
388 -8.46004086432729 -8.4600408643273
389 -12.3567111734134 -12.3567111734134
390 -8.92155265347973 -8.92155265347973
391 -9.37740282344224 -9.37740282344223
392 58.7868307299924 58.7868307299924
393 -8.30157264282304 -8.30157264282304
394 -11.7305168454165 -11.7305168454165
395 69.0269566850483 69.0269566850483
396 3.80279499529524 3.80279499529524
397 9.39180912122709 9.3918091212271
398 -7.67149152043297 -7.67149152043297
399 -13.5467844848585 -13.5467844848585
400 -6.69613500644544 -6.69613500644544
401 -12.4387260472207 -12.4387260472207
402 -11.9607563478556 -11.9607563478556
403 -7.09785603492391 -7.09785603492391
404 -11.0839836290007 -11.0839836290007
405 -9.89451076523044 -9.89451076523044
406 -10.2515876969008 -10.2515876969008
407 15.7933454165738 15.7933454165738
408 -8.19925997434065 -8.19925997434065
409 -9.80245022096134 -9.80245022096134
410 -9.32582492365351 -9.32582492365351
411 -6.88028665746168 -6.88028665746168
412 -9.96469901651954 -9.96469901651953
413 -8.51605827962311 -8.51605827962311
414 -13.1339231565523 -13.1339231565523
415 -8.55073322574482 -8.55073322574483
416 -15.4062609810907 -15.4062609810907
417 -7.29825160131312 -7.29825160131313
418 -3.99625671662672 -3.99625671662673
419 -9.90410925474977 -9.90410925474977
420 6.91740884046801 6.91740884046802
421 -9.93134892648113 -9.93134892648113
422 -4.52341476940023 -4.52341476940023
423 -1.09925917509366 -1.09925917509367
424 -13.4665944518513 -13.4665944518513
425 -3.08221385914843 -3.08221385914843
426 -6.22380390298655 -6.22380390298655
427 54.4539035099517 54.4539035099517
428 22.3053679980038 22.3053679980038
429 -7.77432105228709 -7.77432105228709
430 -3.77072308948318 -3.77072308948318
431 -13.1713583101007 -13.1713583101007
432 -10.80105431532 -10.80105431532
433 -11.9602588300123 -11.9602588300122
434 -11.0059574423878 -11.0059574423878
435 1.03706666022512 1.03706666022512
436 -7.76772369569448 -7.76772369569448
437 -9.9189110702425 -9.9189110702425
438 -15.1577350439986 -15.1577350439986
439 -12.2008466340771 -12.2008466340771
440 -11.5786809172043 -11.5786809172043
441 14.7778883950634 14.7778883950634
442 -7.04845191777824 -7.04845191777824
443 7.53224656601755 7.53224656601755
444 -8.98208179636678 -8.98208179636678
445 -11.7304875138618 -11.7304875138618
446 -6.76517454759757 -6.76517454759757
447 -10.7690376041151 -10.7690376041151
448 -8.47218392515489 -8.4721839251549
449 -15.944688995984 -15.944688995984
450 -9.35848987669167 -9.35848987669167
451 -5.69524019080248 -5.69524019080248
452 -10.780622481166 -10.780622481166
453 -9.23027635732554 -9.23027635732554
454 -10.9050702692021 -10.9050702692021
455 -19.1115070619348 -19.1115070619348
456 -3.12063104525247 -3.12063104525247
457 -9.21168116567282 -9.21168116567282
458 -7.5327866629142 -7.53278666291419
459 -10.1124708546364 -10.1124708546364
460 -12.0585963744815 -12.0585963744815
461 38.5634420437697 38.5634420437697
462 -7.36931219548427 -7.36931219548427
463 -7.3940829814998 -7.39408298149979
464 1.3088451846847 1.3088451846847
465 -13.4597657165586 -13.4597657165586
466 -7.42988476988247 -7.42988476988248
467 -8.21995218273263 -8.21995218273263
468 -14.4053642896703 -14.4053642896703
469 -12.8445768114147 -12.8445768114147
470 -7.85968695277231 -7.85968695277231
471 -15.544431241814 -15.544431241814
472 -11.7667410950598 -11.7667410950598
473 -11.6440642740881 -11.6440642740881
474 -10.8296464991873 -10.8296464991873
475 -7.03660233333787 -7.03660233333786
476 -7.58814887069693 -7.58814887069693
477 -5.3445473818418 -5.34454738184179
478 -7.77890651028699 -7.77890651028699
479 8.76291766092825 8.76291766092825
480 -7.77971135464877 -7.77971135464877
481 -8.20991815269589 -8.20991815269589
482 -13.6140916462463 -13.6140916462463
483 -8.05725935110219 -8.0572593511022
484 -5.76853310074409 -5.76853310074409
485 -5.63941768621124 -5.63941768621123
486 -5.76400339479821 -5.76400339479821
487 -15.8657821359345 -15.8657821359345
488 -7.64817081932826 -7.64817081932826
489 -8.94731142818171 -8.94731142818171
490 -13.6020946845244 -13.6020946845244
491 -8.46555252932741 -8.4655525293274
492 -5.51142441568271 -5.51142441568271
493 -16.4171667326503 -16.4171667326503
494 -11.4872924070475 -11.4872924070475
495 -11.4064273900582 -11.4064273900582
496 -9.96127535349799 -9.96127535349799
497 -6.87175373914356 -6.87175373914356
498 -11.8236520360162 -11.8236520360162
499 1.97941762821224 1.97941762821224
500 -6.9711266699168 -6.9711266699168
